"bank_name"
"Access Bank UK  "
"Access Bank Zambia "
"ACCESS BROKERAGE LTD"
"ACCESS CAPITAL PARTNERS"
"ACCESS INVESTMENT FUND MANAGEMENT COMPANY LTD"
"Access National Bank "
"ACCESS PAYMENT SERVICES S A"
"AccessBank "
"ACCESSBANK LIBERIA"
"ACCESSTAGE TECNOLOGIA LTDA"
"ACCIDENT COMPENSATION CORPORATION"
"ACCIONES Y VALORES DE MEXICO S A DE C V CASA DE BOLSA"
"ACCIONES Y VALORES S A"
"ACCOR"
"ACCORD"
"ACCOUNTOR ETELA SUOMI OY"
"ACCU RATE CORPORATION"
"ACCUNIA FONDSMAEGLERSELSKAB A S"
"ACCUNIA OY"
"ACE DEVELOPMENT BANK LIMITED"
"ACE MANAGEMENT"
"ACE SECURITIES CO LTD"
"ACEA SPA"
"ACER FINANCE SOCIETE ANONYME"
"ACESCO CARIBE MFG"
"ACH COLOMBIA S A"
"Ach Finland Ltd"
"ACHILL CREDIT UNION LIMITED"
"Achmea Bank "
"ACHMEA BANK HOLDING N V"
"ACHMEA HYPOTHEEK BANK"
"ACHMEA RETAIL BANK N V"
"ACKER FINLEY INC"
"Acleda Bank "
"Acleda Bank Lao "
"Acleda Bank Myanmar "
"ACLEDA BANK PLC"
"ACM FUND SERVICES S A"
"ACNB Corp "
"ACOFI GESTION"
"ACOMEA SGR S P A"
"ACONA BV"
"ACORN CAPITAL"
"ACOTEL GROUP SPA"
"ACQUE DEL BASSO LIVENZA S P A"
"ACQUE DEL CHIAMPO S P A"
"ACQUE POTABILI"
"ACQUE VERONESI"
"ACQUE VICENTINE S P A"
"ACROPOLE AM"
"ACROSS WEALTH MANAGEMENT O C P A S"
"ACS BROKER SERVICES LIMITED"
"ACSM AGAM SPA"
"ACTA ASSET MANAGEMENT ASA"
"ACTA BANK ASA"
"ACTA SPA"
"ACTE IARD"
"ACTI BAIL"
"ACTIAM N V"
"ACTIGEP"
"ACTINVER CASA DE BOLSA SA DE CV"
"ACTINVEST SA"
"ACTION CONTREPARTIE"
"ACTIS"
"ACTIS PATRIMOINE SARL"
"ACTIVA ASSET MANAGEMENT JSC"
"ACTIVE INTERNATIONAL SA"
"ACTIVE KNOWLEDGE MODELING AS"
"ACTIVO INTERNATIONAL BANK"
"Activobabnk"
"ACUMEN CAPITAL PARTNERS"
"AD SICAV"
"Adabank "
"Adam Bank Group "
"ADAMANT CAPITAL PARTNERS AD"
"ADANAC INVESTMENT CO LTD"
"ADARSHA SECURITIES PVT LTD"
"ADCB MARKETS CAYMAN LIMITED"
"ADDAX ASSET MANAGEMENT"
"Addiko Bank Banja Luka "
"Addiko Bank Beograd "
"Addiko Bank Croatia "
"Addiko Bank Group "
"Addiko Bank Montenegro "
"Addiko Bank Sarajevo "
"Addiko Bank Slovenia "
"Addis International Bank "
"ADDIS INTERNATIONAL BANK S C"
"Adelaide Bank "
"ADEQUATION FINANCE SA"
"ADF SERVICE GMBH"
"ADI ALTERNATIVE INVESTMENTS"
"ADIGE JEWELS SPA"
"ADISSEO FRANCE"
"ADITHYA SECURINVEST PT"
"Aditya Birla Money Limited"
"ADJEMIBANK"
"Adler & Co "
"ADMINISTRADORA COLOMBIANA DE PENSIONES COLPENSIONES"
"ADMINISTRADORA DE FONDOS DE PENSIONES SIEMBRA S A"
"ADOLF WUERTH GMBH UND CO KG"
"ADREA"
"ADREA MUTUELLE CENTRE AUVERGNE"
"Adria Bank "
"Adria Bank Ag"
"ADRIANO FINANCE 2 SRL"
"ADRIANO FINANCE SRL"
"ADRIANO LEASE SEC S R L"
"ADRIANO SPV SRL"
"ADRIATICA FINANCE SRL"
"ADRIATICO FINANCE RMBS SRL"
"ADRIATICO FINANCE SME SRL"
"ADVANCE ASSET MANAGEMENT LIMITED"
"Advance Bank "
"ADVANCE INVESTMENT MANAGERS LIMITED"
"Advanced Bank of Asia  (ABA Bank)"
"ADVANCED BANK OF ASIA LIMITED"
"ADVANCED CORRETORA DE CAMBIO LTDA"
"Advanta Bank "
"ADVANZIA BANK S A"
"ADVICORP PLC"
"ADVIESBUREAU VOOR VERMOGENS BEHEER VAN GRAFHORST B V"
"ADVIESGROEP REYERSEN VAN BUUREN B V"
"ADYEN B V"
"AEDES"
"AEDES BPM REAL ESTATE SGR SPA"
"AEFFE SPA"
"Aegean Baltic Bank "
"AEGEAN BALTIC BANK S A"
"AEGON BANK N V"
"AEGON FINANCIELE DIENSTEN B V"
"AEGON HUNGARY INVESTMENT FUND MANAGEMENT COMPANY LTD"
"AEGON INVESTMENT MANAGEMENT B V"
"AEGON MAGYARORSZAG BEFEKTETESI JEGY FORGALMAZO ZRT"
"AEGON NV"
"AEOLIAN INVESTMENT FUND S A"
"Aeon Bank "
"AEROPORTI DI ROMA SPA"
"AEROPORTO DI FIRENZE SPA"
"AEROPORTO GUGLIELMO MARCONI DI BOLOGNA SPA"
"AEROPORTS DE PARIS"
"AESOPE GESTION DE PORTEFEUILLES SAS"
"AESPEN FUTURES BV"
"AETNA INTERNATIONAL GLOBAL INVESTMENT SERVICES"
"AEX AGRICULTURAL FUTURES EXCHANGE"
"AFAM SPA"
"AFB BANK OJSC"
"AFC MERCHANT BANK"
"AFEX AGENTES DE VALORES LIMITADA"
"Affin Bank "
"AFFIN BANK BERHAD"
"AFFIN DISCOUNT BERHAD"
"AFFIN HWANG ASSET MANAGEMENT BERHAD"
"AFFIN HWANG INVESTMENT BANK BERHAD"
"AFFIN INVESTMENT BANK BERHAD"
"Affin Islamic Bank "
"AFFIN ISLAMIC BANK BERHAD"
"AFFIN MERCHANT BANK BERHAD"
"Afghan United Bank "
"AFGHANISTAN COMMERCIAL BANK"
"Afghanistan International Bank "
"AFI EUROPE IARD SA"
"AFI EUROPE SAS"
"AFIN CASA DE BOLSA S A DE C V"
"AFJORD SPAREBANK"
"AFNB Holdings "
"AFONE PAIEMENT"
"AFORGE GESTION SAS"
"AFP RESERVAS S A"
"AfrAsia Bank "
"AFRASIA BANK LIMITED"
"AFRICAN ALLIANCE SECURITIES LTD"
"AFRICAN ALLIANCE STOCKBROKING HOLDINGS LIMITED"
"African Bank Holdings "
"African Banking Corporation "
"African Banking Corporation Holdings "
"AFRICAN BANKING CORPORATION LTD"
"African Banking Corporation Mozambique "
"AFRICAN BANKING CORPORATION MOZAMBIQUE SARL"
"AFRICAN BANKING CORPORATION OF BOTSWANA PROPRIETARY LIMITED"
"African Banking Corporation Tanzania "
"African Banking Corporation Zambia "
"African Banking Corporation Zimbabwe "
"AFRICAN DEVELOPMENT BANK"
"AFRICAN EXPORT IMPORT BANK"
"African Export Import Bank  (Afreximbank)"
"AFRIKA INVESTMENT BANK LTD"
"Afriland First Bank "
"AFRILAND FIRST BANK GUINEE S A"
"AFRILAND FIRST BANK LIBERIA LIMITED"
"AFS BROKERS B V"
"AFS CAPITAL MANAGEMENT B V"
"AFS CAPITAL MARKETS B V"
"AFS MONEYBROKERS B V"
"AFS VERMOGENSBEHEER BV"
"AG INSURANCE"
"AGATHOS FINANCE SRL"
"AGBAnk "
"AGBANK OPEN JOINT STOCK COMPANY"
"AGCO FINANCE SNC"
"AGEBANQUE"
"AGENCE FRANCAISE DE DEVELOPPEMENT"
"AGENCE FRANCE LOCALE"
"AGENCE FRANCE TRESOR AFT"
"AGENCIA DE CAMBIO FRANKLIN VASQUEZ"
"AGENCIA GESTAO DA TESOURARIA E DIV PUBLICA IGCP EPE"
"AGENCY FOR CREDIT RATINGS AND ANALYSES AD"
"AGENDA CCVM LTDA"
"AGENTE DE CAMBIO ALEYBRA S A"
"AGENTE DE CAMBIO AMERICA S A"
"AGENTE DE CAMBIO C P Y R COMERCIAL S A"
"AGENTE DE CAMBIO CAPLA S A"
"AGENTE DE CAMBIO CARIBE EXPRESS S A"
"AGENTE DE CAMBIO CENTRO DOLLAR CD S A"
"AGENTE DE CAMBIO CHECO AND RODRIGUEZ S A"
"AGENTE DE CAMBIO CIBAO EXPRESS"
"AGENTE DE CAMBIO CONCEPCION"
"AGENTE DE CAMBIO DARIO GUZMAN S A"
"AGENTE DE CAMBIO DIEGO VASQUEZ C POR A"
"AGENTE DE CAMBIO EL EFECTIVO C POR A"
"AGENTE DE CAMBIO EURODIVISAS DOMINI CANA S A"
"AGENTE DE CAMBIO EXTRANJERO UNICENTRO PLAZA"
"AGENTE DE CAMBIO FIRST POINT"
"AGENTE DE CAMBIO GIROSOL CORPORATION S A"
"AGENTE DE CAMBIO HERMANOS RODRIGUEZ S A"
"AGENTE DE CAMBIO HNOS DE LOS SANTOS"
"AGENTE DE CAMBIO IMBERT BALBUENA C POR A"
"AGENTE DE CAMBIO INVERPLA S A"
"AGENTE DE CAMBIO JR INTERNACIONAL SA"
"AGENTE DE CAMBIO JULIO DIAZ C X A"
"AGENTE DE CAMBIO JULIO PEA A Y ASOCIADOS S A"
"AGENTE DE CAMBIO LA MOREDI S A"
"AGENTE DE CAMBIO LA NACIONAL C POR A"
"AGENTE DE CAMBIO LEONEL S A"
"AGENTE DE CAMBIO LEONOR S A"
"AGENTE DE CAMBIO LOS PRIMOS"
"AGENTE DE CAMBIO MARCOS C POR A MODULO NO 1B"
"AGENTE DE CAMBIO MARINELLY C A"
"AGENTE DE CAMBIO MARVE S A"
"AGENTE DE CAMBIO MELO C POR A"
"AGENTE DE CAMBIO MONEYCORPS I R S A"
"AGENTE DE CAMBIO PATRICIO HIERRO S A"
"AGENTE DE CAMBIO PAULINO Y ASOCIADOS S A"
"AGENTE DE CAMBIO PLACIDO IV S A"
"Agente De Cambio R m S a"
"AGENTE DE CAMBIO R U S A"
"AGENTE DE CAMBIO RAFAEL PLACIDO C XA"
"AGENTE DE CAMBIO REMESAS DOMINICANAS S A"
"AGENTE DE CAMBIO RIJO Y ASOCIADOS C POR A"
"AGENTE DE CAMBIO RODRIGUEZ REYES C POR A"
"AGENTE DE CAMBIO ROSARIO C POR A"
"AGENTE DE CAMBIO S C T S A"
"AGENTE DE CAMBIO SALVIA CXA"
"AGENTE DE CAMBIO SANTA LUCIA S A"
"AGENTE DE CAMBIO SP C POR A"
"AGENTE DE CAMBIO TAVERAS S A"
"AGENTE DE CAMBIO TRANSACCIONES DAMOS C POR A"
"AGENTE DE CAMBIO TRANSNACIONAL S A"
"AGENTE DE CAMBIO VIMENCA"
"AGENTE DE CAMBIO Y REMESAS CTD S A"
"AGENTE DE CAMBIO Y REMESAS OZAMA S A"
"AGENTE DE REMESAS Y CAMBIO BOYA S A"
"AGENTE DE REMESAS Y CAMBIO VIMENCA S A"
"AGF ASSET MANAGEMENT"
"AGF CASH SNC"
"AGF FINANCEMENT 2"
"AGFA GEVAERT NV"
"AGICAM SA"
"AGILIS GESTION SA"
"AGINCOURT SECURITIES LIMITED"
"Agipi Energies"
"AGIRA RETRAITE DES CADRES"
"AGIRA RETRAITE DES SALARIES"
"Agirc"
"AGJ SECURITIES CORP"
"AGK CORRETORA DE CAMBIO S A"
"AGORA ASSET MANAGEMENT PTY LTD"
"AGORA COR DE TITUL E VAL MOB"
"AGORA SGR"
"AGOS DUCATO SPA"
"AGPM ASSURANCES"
"Agram Banka "
"AGRAM BROKERI D D"
"AGRANA BETEILIGUNGS AKTIENGESELLSCH AFT"
"Agrani Bank "
"AGRANI BANK LIMITED"
"AGRANI BANK RAMNA BRANCH DHAKA PHAKA"
"AGRARBANK"
"AGRARKREDIT CLOSED JOINT STOCK SOCIETY NON BANK CREDIT ORGANIZATION"
"AGREGATOR GESTION"
"AGRESTI 6 SPV SRL"
"AGRI EGENS SPAREKASSE"
"AGRI FINANCE SNC"
"AGRI NEGOCE"
"AGRI SECURITIES S R L"
"AGRIBANK PLC"
"AGRIBROKER KFT"
"AGRICA EPARGNE"
"AGRICART 4 FINANCE S R L"
"AGRICULTURAL AND COOPERATIVE DEVELOMENT BANK"
"AGRICULTURAL AND INDUSTRIAL DEVELOPMENT BANK"
"Agricultural Bank Agrobanka "
"Agricultural Bank of China "
"AGRICULTURAL BANK OF CHINA FRANKFURT BRANCH"
"AGRICULTURAL BANK OF CHINA LIMITED HONG KONG BRANCH"
"AGRICULTURAL BANK OF CHINA LIMITED SINGAPORE BRANCH"
"AGRICULTURAL BANK OF CHINA LUXEMBOURG BRANCH"
"AGRICULTURAL BANK OF CHINA LUXEMBOURG S A"
"AGRICULTURAL BANK OF CHINA SYDNEY BRANCH"
"AGRICULTURAL BANK OF CHINA THE"
"AGRICULTURAL BANK OF CHINA TOKYO BRANCH"
"Agricultural Bank of China UK "
"Agricultural Bank of Greece "
"AGRICULTURAL BANK OF GREECE SECURITIES S A"
"Agricultural Bank of Namibia  "
"Agricultural Bank of Taiwan "
"Agricultural Bank of Zimbabwe "
"AGRICULTURAL CREDIT CORPORATION"
"AGRICULTURAL DEVELOPMENT BANK"
"AGRICULTURAL DEVELOPMENT BANK LTD"
"AGRICULTURAL DEVELOPMENT BANK OF CHINA THE"
"AGRIDHANASATYA PERMATA PT"
"AGRIFIGEST ALMA SOCIETE FINANCIERE ET AGRICOLE DE GESTION"
"AGRIGENTO BASSA B V"
"AGRIMPEX KFT"
"Agrobank "
"AGROBANK ISLAMIC"
"AGROBRESCIANO SPV SRL"
"Agrochimbank "
"Agroindustrial Commercial Bank "
"Agroinvestbank "
"AGROKONT ZRT"
"AGRONOMIA SPA"
"Agropromstroibank "
"AGSM VERONA SPA"
"AGUNG CAHAYA CENDANA PT"
"AGUNG SECURITIES INDONESIA PT"
"Ahli Bank Qatar "
"AHLI BANK QSC"
"AHLI BANK S A O G"
"Ahli Bank SAOG "
"AHLI BROKERAGE COMPANY"
"Ahli International Bank "
"Ahli International Bank Sal"
"Ahli United Bank "
"AHLI UNITED BANK B S C"
"AHLI UNITED BANK EGYPT S A E"
"AHLI UNITED BANK K S C P"
"Ahli United Bank Kuwait "
"Ahli United Bank UK "
"AHP UMBRELLA FUND SPC LIMITED"
"AHTARIN OSUUSPANKKI"
"AI CREDIT FINANCE LIMITED"
"AIA BERHAD"
"AIA BHD"
"AIA COMPANY CHINA BRANCH"
"AIA COMPANY LIMITED"
"AIA SINGAPORE PRIVATE LIMITED"
"AIA WALDEN MANAGEMENT PTE LTD"
"AIB BANK"
"AIB BANK NV"
"AIB CAPITAL MARKETS PLC"
"AIB CAPITAL MARKETS PUBLIC LIMITED COMPANY"
"AIB FINANCE LIMITED"
"AIB MORTGAGE BANK"
"AIBC ANGLO IRISH BANK AUSTRIA KAPITALANLAGEGESELLSCHAFT M B H"
"Aichi Bank "
"AICHI BANK LTD THE"
"AICON SPA"
"AIG ASSET MANAGEMENT ASIA LTD"
"AIG ASSET MANAGEMENT IRELAND LIMITED"
"AIG BANK POLSKA S A"
"AIG FUNDS CENTRAL EUROPE SPRAV SPOL A S"
"AIG GLOBAL INVESTMENT CORP"
"AIG GLOBAL INVESTMENT CORPORATION ASIA LTD"
"AIG INVESTMENTS IRELAND LIMITED"
"AIG PHILAM SAVINGS BANK INC"
"AIG VIE"
"AIM FUTURES LIMITED"
"AIMAG SPA"
"AIOI NISSAY DOWA INSURANCE CO LTD"
"AION RENEWABLES SPA"
"AIR BANK A S"
"AIR CANADA PENSION MASTER TRUST FUND"
"AIR EUROPE"
"AIR FRANCE KLM SA"
"AIR LIQUIDE SA"
"Air Max Ltd"
"AIRBEX SA"
"AIRBUS GROUP BANK GMBH"
"AIRBUS GROUP S E"
"AIRBUS SAS"
"AIRLIE FUNDS MANAGEMENT PTY LTD"
"AIRPLUS AIR TRAVEL CARD VERTRIEBSGESELLSCHAFT M B"
"AISM LUXEMBOURG"
"AITO SAASTOPANKKI OY"
"AIZAWA SECURITIES CO"
"AJCON GLOBAL SERVICES LIMITED"
"AJIAD FOR SECURITIES"
"Ajman Bank "
"Ak Bars Bank "
"AKA AUSFUHRKREDIT GESELLSCHAFT MBH"
"AKA Export Finance Bank "
"AKAAN SEUDUN OSUUSPANKKI"
"Akabank "
"AKAGIYA SECURITIES CO LTD"
"AKATSUKI SECURITIES INC"
"AKB KyrgyzKramds bank "
"Akbank "
"AKBANK AG"
"AKBANK T A S MALTA BRANCH"
"AKCENTA S U D POBOCKA SLOVENSKO"
"AKCENTA SPORITELNI A UVERNI DRUZSTVO"
"AKCIN BENDROV VB BUSTO KREDIT IR OBLIGACIJ BANKAS"
"AKCINE BENDROVE LIETUVOS PASTAS"
"AKF BANK GMBH AND CO KG"
"AKF BANK GMBH AND CO KG ITALIAN BRANCH"
"AKF BANK GMBH UND CO KG"
"Akiba Commercial Bank "
"Akita Bank "
"AKITA BANK LTD THE"
"AKRO INVESTICNLSPOLECNOST A S"
"AKSARA KENCANA PT"
"AKTIA ASSET MANAGEMENT OY AB"
"Aktia Bank Group "
"AKTIA BANK P L C"
"Aktif Yatirim Bankasi "
"AKTIV BROKER D O O"
"AKTIVBANK AKTIENGESELLSCHAFT"
"AKZO NOBEL N V"
"Al Ahli Bank Egypt "
"Al Ahli Bank of Kuwait  "
"AL AHLI BANK OF KUWAIT K S C P"
"AL AHLIA ASSET MGT CO SAOC"
"AL AHLIA SECURITIES W L L"
"AL ALAMI EXCHANGE COMPANY"
"AL AMAL FINANCIAL INVESMENTS CO LTD"
"Al Amanah Islamic Investment Bank of the Philippines "
"AL AMIN SECURITIES COMPANY LLC"
"AL AMOUNDI EXCHANGE AND TRADING"
"Al Arabi Investment Group Co"
"AL ARABI INVESTMENT GROUP COMPANY"
"Al Arafah Islami Bank "
"AL ARAFAH ISLAMI BANK LTD"
"AL ASSWAR CO FOR MONEY TRANSFER"
"AL ATAS BULLION TRADING HOUSE L LIMITED"
"AL ATAS CAPITAL AND STOCK BROKERAGE HOUSE PTE LTD"
"AL AULA FINANCIAL INVESTMENTS"
"AL AWAEL INTERNATIONAL"
"Al Baraka Bank Algeria "
"Al Baraka Bank Egypt "
"Al Baraka Bank Pakistan "
"AL BARAKA BANK S A L"
"Al Baraka Bank South Africa "
"Al Baraka Bank Sudan "
"Al Baraka Bank Tunisia "
"Al Baraka Bank Turkey "
"Al Baraka Banking Group "
"Al Baraka Islamic Bank "
"AL BARAKA TURK KATILIM BANKASI A S ERBIL BRANCH"
"AL BARID BANK"
"AL BILAD FOR SECURITIES AND INVESTMENT"
"AL BILAD ISLAMIC BANK FOR INVESTMENT AND FINANCE"
"AL BILAD ISLAMIC BANK FOR INVESTMENT AND FINANCE PSC"
"AL FARES FOR FINANCIAL INVEST CO"
"AL HAREER COMPANY FOR MONEY TRANSFER"
"AL HEKMA FINANCIAL SERVICES"
"Al Hilal Bank "
"AL HILAL ISLAMIC BANK JSC"
"AL HUDA BANK"
"AL INMA BANK"
"AL IRAQIA FOR MONEY TRANSFER CO"
"Al Jazeera Sudanese Jordanian Bank "
"Al Khalij Commercial Bank "
"AL KHALIJI FRANCE S A"
"AL MADINA FINANCIAL AND INVESTMENT SERVICES CO S A O G"
"AL MAL INVESTMENT COMPANY K S C CLOSED"
"AL MARAJ AL ALAMIYA COMPANY FOR MONEY TRANSFER"
